,TIC,T_peak,T_start,T_end,Amplitude,ED,Primary_or_Secondary,Num_Points,Num_Abv_Threshold,Amp_Sigma
0,277298771.0,2309.0965841399975,2309.0951952423275,2309.1035286283327,0.022562688414432985,8.992171471361559,primary,6,4,8.135303114137507
1,277298771.0,2310.102145778126,2310.1007568811697,2310.106312468982,0.021178243176503964,5.891304189456139,primary,4,5,7.636121392145896
2,277298771.0,2310.538259382532,2310.5354815891055,2310.5521483495904,0.05557708831811636,34.20409406636576,primary,12,9,20.03912172894445
3,277298771.0,2312.684104052481,2312.6743817818374,2312.684104052481,0.011203095468174107,6.791154011401112,primary,6,5,4.039437844291439
4,277298771.0,2315.1202266081077,2315.1160599229556,2315.1299488734467,0.022930398431641796,16.97276802523107,primary,9,8,8.267886270592605
5,277298771.0,2315.192449150178,2315.1674490395794,2315.2452271610296,0.04084842272597933,131.5400129651673,primary,56,48,14.728488667054801
6,277298771.0,2316.096619734522,2316.077175207458,2316.199397947833,0.3045211463740236,769.6447491007806,primary,86,75,109.79949662525956
7,277298771.0,2316.106341998027,2316.106341998027,2316.1146753667294,0.04159225554585255,23.469308167878786,secondary,1,1,14.996688331242046
8,277298771.0,2317.8521825077,2317.848015824273,2317.8924604475487,0.07411826553760736,84.67858453965756,primary,32,28,26.72441091092916
9,277298771.0,2325.4952854999606,2325.4938966036716,2325.49667439625,0.012920097504233619,1.2909895279987476,primary,2,3,4.658527721985272
10,277298771.0,2327.4564065313366,2327.455017635771,2327.4869622336482,0.13621893401740826,83.5751273521778,primary,23,17,49.11570366798252
11,277298771.0,2330.3230860510125,2330.3189193668777,2330.3230860510125,0.009740821967813007,1.705175679505891,primary,3,3,3.512194018436063
12,29780677.0,2346.1896050303994,2346.1882161195867,2346.19238285204,0.07185678602242773,12.84912096347318,primary,3,4,10.11765040689549
13,29780677.0,2352.7841635518157,2352.7813857301503,2352.8397199846963,0.11146351039358904,224.68050002862503,primary,42,34,15.694395668290898
14,167163906.0,1528.2413610785386,1528.2385832816992,1528.259416757766,0.03274943104508243,28.967605645820633,primary,15,13,13.337667887937995
15,32052779.0,2309.403975773694,2309.4025868680787,2309.408142490307,0.023064905708373384,7.202343100664339,primary,4,4,4.40581648585991
16,32052779.0,2309.584533489949,2309.5567553805536,2309.6012003555857,0.04213965564029931,82.6319418900534,primary,32,27,8.049440647012453
17,32052779.0,2309.7164795068725,2309.7150906014904,2309.7178684123714,0.027401725091986684,2.8632101890068826,primary,2,3,5.234227864519208
18,32052779.0,2311.672058011244,2311.672058011244,2311.6748358214268,0.02489340567881637,2.59138593373596,primary,2,3,4.755093236262902
19,32052779.0,2311.8262264744717,2311.8248375694384,2311.8401155251527,0.017915102176508046,16.99129405633587,primary,11,6,3.422110348644056
20,32052779.0,2316.6485057075047,2316.6471168017147,2316.658228048035,0.030320277309700217,16.897268546562227,primary,8,4,5.791724419598432
21,32052779.0,2324.777796627495,2324.7764077173383,2324.8402975840795,0.18670987935964445,163.12599991105213,primary,46,24,35.664982764572926
22,32052779.0,2330.8487229654183,2330.8473340547393,2330.8945570178907,0.48030701923599306,352.0537415738445,primary,34,27,91.7473763118804
23,32052779.0,2330.962613642686,2330.9612247319487,2330.9723360178473,0.028136944308524647,12.022723509808378,primary,8,4,5.374668106759955
24,425937691.0,1329.6279119051435,1329.6251340851734,1329.6515233727894,0.17270103739724907,225.74343380309168,primary,19,4,4.80091129607108
25,425937691.0,1333.5085201809613,1333.5071312753996,1333.5210203310105,0.3331414861067137,210.03217065930863,primary,10,8,9.260990830997201
26,271975726.0,2116.211414735042,2116.2100258669707,2116.225303415522,0.12410428555085673,52.55818098935581,primary,11,6,18.647311775423734
27,271975726.0,2117.644726618853,2117.644726618853,2117.654448695409,0.06903428953993873,29.8894993434772,primary,7,7,10.372759607230375
28,271975726.0,2119.9738583085605,2119.9738583085605,2119.993302460917,0.3276981135880819,117.77384450118808,primary,14,10,49.23833907243342
29,271975726.0,2121.222450685245,2121.221061817174,2121.2349504979456,0.3306981581672239,134.69096498934798,primary,10,11,49.68911131095138
30,271975726.0,2121.3363378677936,2121.3335601315916,2121.3363378677936,0.029088271987114833,3.011246140246575,primary,2,3,4.370663545939975
31,271975726.0,2125.0432270711294,2125.040449334521,2125.048782544288,0.04759559422475812,17.959992588946545,primary,6,6,7.151484581746542
32,271975726.0,2125.70571725037,2125.70571725037,2125.7223836700186,0.2813706044457067,103.77486740544435,primary,12,12,42.277390843110176
33,271975726.0,2126.847366997008,2126.845978128704,2126.8529224701665,0.025753354399471906,10.330843238422469,primary,5,4,3.869574903222332
34,271975726.0,2131.707023407584,2131.70563453503,2131.7361897307983,0.11763872314301449,108.06447620979615,primary,22,16,17.675827531448235
35,271975726.0,2133.2000614231097,2133.1986725504985,2133.2083946588373,0.037347435299665666,19.615203293104788,primary,7,7,5.611645616862615
36,271975726.0,2133.3597817750774,2133.357004029795,2133.37922599193,0.12254881270562334,83.69257940249807,primary,16,10,18.413593922937597
37,271975726.0,2135.430591029542,2135.42920215664,2135.4361465209777,0.03324547136311784,12.761635845790238,primary,5,3,4.995304286852648
38,271975726.0,2135.590311410032,2135.5889225371293,2135.641699706908,0.2046560694638564,324.5857412245318,primary,38,35,30.750634573867558
39,271975726.0,2136.0819724231133,2136.079194677249,2136.0875279149564,0.03789454529226677,18.49097988761202,primary,5,4,5.693851727330104
40,177353450.0,2178.966466807726,2178.966466807726,2178.9831334112346,0.033359114986052374,24.466561027275638,primary,12,6,5.766876731778774
41,177353450.0,2180.7511825855718,2180.749793701374,2180.7567381220147,0.03799664774806444,14.145915800383435,primary,5,4,6.568579048800403
42,177353450.0,2192.62894741821,2192.6275585278418,2192.635891869584,0.04686767098240385,16.969814169799417,primary,6,4,8.10213584425407
43,177353450.0,2193.4095038201103,2193.406726039025,2193.430337177728,0.06165331240744032,52.709897551688954,primary,16,11,10.658168027185713
44,177353450.0,2193.473392783797,2193.469226112226,2193.5831151367315,0.8593352852362302,1525.621861660417,primary,75,70,148.5555196322591
45,177353450.0,2193.490059470193,2193.490059470193,2193.491448360677,0.025877107518659903,2.381907915441384,secondary,1,1,4.473442694672544
46,177353450.0,2193.9456155866064,2193.9372822425357,2194.055337950485,0.6091766204573297,1240.5041507271494,primary,85,75,105.30994241087716
47,177353450.0,2193.9831156346954,2193.981726743978,2193.9858934160134,0.033342754040855294,11.555480432240392,secondary,1,1,5.764048372746876
48,177353450.0,2196.6803421157556,2196.678953224223,2196.6914532476644,0.02462345086307427,15.318646288105958,primary,9,3,4.256719816989514
49,177353450.0,2197.3553434247774,2197.3553434247774,2197.3622878831366,0.034425338179534526,9.973553327839053,primary,5,4,5.951197500718416
50,358176584.0,2067.429255300872,2067.427866436634,2067.488976461868,0.11204504728853348,97.08113013195242,primary,44,35,44.38821966403418
51,358176584.0,2067.4556437209794,2067.4542548567424,2067.4570325851582,0.012477292314809763,2.729159157225783,secondary,1,1,4.94305465065229
52,358176584.0,2070.4680887975637,2070.4666999346646,2070.4750331121163,0.022848562569286024,8.287312382251065,primary,6,4,9.051779073475295
53,358176584.0,2071.9486162895155,2071.947227427345,2071.950005151716,0.008292582985710784,0.9902684914501614,primary,2,3,3.285223256714469
54,358176584.0,2076.380477096751,2076.3776993688866,2076.3874214163684,0.009949536323301533,5.806602700755597,primary,7,5,3.941648600823005
55,358176584.0,2077.930448783366,2077.929059920205,2077.974892403697,0.08974911465993585,107.73254914041759,primary,33,25,35.55537270575563
56,358176584.0,2077.938781962215,2077.938781962215,2077.9401708253754,0.005907841886829468,0.6758956697262877,secondary,1,1,2.340474565891907
57,358176584.0,2083.7386699623466,2083.7372811012674,2083.7608917395837,0.12718884225900284,67.7549742130415,primary,17,15,50.38764680484527
58,358176584.0,2085.076142949633,2085.076142949633,2085.0844761131293,0.013578930057570604,4.980168272664324,primary,6,3,5.379483919943726
59,364589441.0,2363.0892781864345,2363.0878892850237,2363.099000496316,0.22098835617583545,69.23241117139679,primary,8,8,34.7537392592625
60,364589441.0,2363.7545617700566,2363.7531728694607,2363.8003954902683,0.47200536686011585,367.77601988622104,primary,34,29,74.22993560699982
61,364589441.0,2364.4615120170297,2364.460123117074,2364.471234316725,0.063883529035901,25.438789394556636,primary,8,4,10.046644762173225
62,364589441.0,2364.6948471938,2364.690680494513,2364.699013893087,0.030487940897114152,11.542023494627262,primary,6,3,4.7946867736643775
63,364589441.0,2378.2213130705854,2378.215757490668,2378.2282575455124,0.058993694280845776,37.07203243570948,primary,7,5,9.2776447793739
64,364589441.0,2378.4852030895104,2378.4852030895104,2378.5004809311117,0.036881776399529054,34.40923970155099,primary,10,8,5.800213470920481
65,364589441.0,2378.7546486336355,2378.7449263726503,2378.787982099407,0.04446642429642256,87.3457164166177,primary,30,20,6.993013308628735
66,364589441.0,2380.8060443909058,2380.804655498226,2380.81021106918,0.02895282319676107,7.925337592880105,primary,4,3,4.553266450831171
67,364589441.0,2381.3963237199628,2381.3949348276315,2381.400490396956,0.11120718248869266,26.222071793167046,primary,4,5,17.489000284223394
68,364589441.0,2388.019942155384,2388.0185532664295,2388.0366088226115,0.4699348610947427,139.46936370565734,primary,13,13,73.90431746697745
69,364589441.0,2388.9643866513,2388.9129977541456,2388.9879977666787,0.1395114104480022,236.96281935487823,primary,54,45,21.940265389113723
70,167894019.0,2036.7739576423805,2036.7739576423805,2036.7878464120386,0.09353793884678763,24.88941230360767,primary,10,5,18.08852595893911
71,167894019.0,2043.2155632482647,2043.2141743733423,2043.2433407466035,0.24620968540386068,117.44751011202219,primary,21,13,47.61244838914808
72,207138379.0,1388.2313060420165,1388.2243616108565,1388.26186153866,0.0888262414649843,134.44148400447074,primary,25,21,15.499084053196116
73,207138379.0,1393.1271193337973,1393.1257304536182,1393.147952535079,0.26837220465768197,125.15322337689635,primary,16,13,46.827641121916265
74,207138379.0,1403.2436999807683,1403.240922236481,1403.2506443420666,0.11795042591674254,30.508883496322365,primary,7,4,20.580895186413223
75,207138379.0,1405.4478380870019,1405.4464492173024,1405.4700599993848,0.14514428018350833,93.44368297610275,primary,17,13,25.32588750016679
76,364589441.0,1604.1989943728993,1604.1976054630647,1604.205938922076,0.08770691877825576,21.82158919351992,primary,6,4,13.848768413118435
77,364589441.0,1604.8462262785317,1604.8448373690464,1604.8517819165343,0.06611864028690828,20.7129866497711,primary,5,5,10.440017160318778
78,364589441.0,1605.210120541454,1605.2087316321424,1605.2406765458375,0.5369386329704835,418.0270167710275,primary,23,22,84.78166698415744
79,364589441.0,1609.4810113302347,1609.4796224254644,1609.503233806224,0.09364197042169708,64.90125543205139,primary,17,12,14.785902642377144
80,364589441.0,1616.7713824131577,1616.7699935065236,1616.7727713198494,0.06010601408934502,5.942151026316199,primary,2,3,9.490634045228134
81,364589441.0,1617.8588961183177,1617.8477848693808,1617.8588961183177,0.03179369996216175,18.178771303351628,primary,8,7,5.020169376663932
82,364589441.0,1621.9561653764752,1621.9561653764752,1621.9631098925304,0.051149417041174594,14.15593118767958,primary,5,3,8.076403104071371
83,166787846.0,2095.254912022904,2095.2465785407007,2095.2854681236918,0.0502988934121793,86.39526462472756,primary,27,19,11.0644163548728
84,166787846.0,2096.027147766619,2096.020203202967,2096.0313145045757,0.02574562471445896,12.795303662004631,primary,8,3,5.663351454330432
85,166787846.0,2097.5785622533176,2097.577173342217,2097.5799511641862,0.01818397862752308,1.9750931508098937,primary,2,3,3.9999907925271914
86,166787846.0,2098.446631300683,2098.4438534805786,2098.449409120789,0.02892530841807095,8.707564232969634,primary,3,4,6.362797147603841
87,166787846.0,2110.952337101922,2110.950948205722,2110.9995595708397,0.0786684636842987,82.87708738386233,primary,35,24,17.304965917809017
88,166787846.0,2112.0995647917675,2112.0995647917675,2112.110675950653,0.06239652519117178,18.471065910353563,primary,7,4,13.725573009231766
89,150167319.0,2206.9749169795673,2206.962416952641,2207.0110281680877,0.08316980546070574,178.59421018189386,primary,35,24,9.479517273986756
90,150167319.0,2219.447156287965,2219.442989617106,2219.456878519874,0.0616921048184067,40.06849255384953,primary,10,8,7.0315347024706805
91,150167319.0,2227.002706447855,2227.001317562323,2227.0110397610515,0.04605687461079766,18.42785205470243,primary,7,3,5.249464466586643
92,167894019.0,2209.2639236753594,2209.262534770327,2209.3055908256306,0.4845529551471539,231.39169476516682,primary,31,25,117.35408949326681
93,425976940.0,2089.562025061317,2089.559247294996,2089.5703583598165,0.005698428664089983,3.315988871738769,primary,7,4,4.5152130477150045
94,425976940.0,2098.2452829600566,2098.2397274716523,2098.252227320448,0.004885560472934092,3.7292124173748484,primary,9,4,3.8711279359878574
95,425976940.0,2107.711811524208,2107.7104226624665,2107.7201446944177,0.016644957342798028,6.1927654186085315,primary,7,5,13.188816251482088
96,425976940.0,2109.4714980895665,2109.4701092299206,2109.4798312486,0.009031549758159008,4.133549127685491,primary,7,5,7.156248452508996
97,425976940.0,2111.7006164235586,2111.6964498502116,2111.707560712704,0.0051367485901934185,3.4542362282006107,primary,8,5,4.070159621973068
98,25118964.0,2089.9589901512463,2089.9576012608686,2089.9645457125275,0.024980841898627926,8.708423713867077,primary,5,4,7.055308969393343
99,25118964.0,2091.175657422494,2091.172879644646,2091.2617685317828,0.09105446777531534,212.2147808934026,primary,63,45,25.71640322633819
100,25118964.0,2091.1923240892247,2091.1895463113783,2091.1964907558195,0.021734761438715555,6.910654538373899,secondary,1,1,6.138522390416991
101,25118964.0,2093.8089885548115,2093.8048218948516,2093.8256551947684,0.06287121359442316,45.12019620451258,primary,15,12,17.75664082857599
102,25118964.0,2102.9325734341555,2102.9325734341555,2102.939517862649,0.022533942601899337,5.923307496408569,primary,5,4,6.364234159926666
103,25118964.0,2103.0659064510114,2103.0659064510114,2103.071461992852,0.015740080303012105,3.937567517718109,primary,4,3,4.445451846317169
104,25118964.0,2103.3381279559026,2103.336739070878,2103.3464612658095,0.02404460474896908,9.889423754731633,primary,7,5,6.790888643358209
105,25118964.0,2105.7117298098688,2105.7117298098688,2105.7172853386724,0.022039350654620815,7.038058581592943,primary,3,4,6.224547154341177
106,25118964.0,2107.5269978481774,2107.522831206029,2107.532553371043,0.020033856518834936,10.149620640609148,primary,7,4,5.658137870711187
107,25118964.0,2109.5005963137473,2109.4964296757894,2109.5617070019293,0.09160350916716276,120.57457710379762,primary,47,30,25.871468322710385
108,25118964.0,2111.760301734564,2111.760301734564,2111.778357146738,0.04485244615138151,24.93430711496221,primary,13,8,12.667622128798422
109,149216532.0,2340.554569300785,2340.5490137464744,2340.5670692979393,0.055281270877224564,44.52255859913522,primary,12,8,6.779883139790392
110,149216532.0,2340.722624815863,2340.722624815863,2340.732347035599,0.19788331097452594,34.0790989221107,primary,7,6,24.26908250177053
111,149216532.0,2340.824013678082,2340.822624789577,2340.8309581206345,0.05583047638658245,21.66778509857857,primary,6,4,6.847239571979609
112,149216532.0,2342.3504019727743,2342.3420686436084,2342.382346401139,0.26701796171588565,410.34844802164383,primary,28,26,32.74799128043526
113,149216532.0,2344.4948450592433,2344.4934561713794,2344.5545672373596,0.8092070759350836,624.8198198106192,primary,44,29,99.24390889847794
114,149216532.0,2358.9462602806775,2358.944871390398,2358.9601491832755,0.12799037297075588,78.19921807849585,primary,11,10,15.69717479337874
115,167163906.0,2144.918571686855,2144.9171828039953,2144.922738335408,0.019369927692978184,6.049081772058862,primary,4,3,3.944861274027614
116,167163906.0,2149.956046802342,2149.9282691720537,2149.9741022619783,0.016167587523513216,47.23587674301441,primary,33,3,3.292675684023326
117,167163906.0,2150.132434753007,2150.125490345574,2150.1379902789777,0.019015389716351416,14.888011935126423,primary,9,5,3.872656402830596
118,167163906.0,2160.5393283541807,2160.5059951113653,2160.5948837583123,0.08970034348760736,358.590405917659,primary,63,56,18.268287672520014
119,149216532.0,1579.0924400245397,1579.0910511416864,1579.0938289073638,0.026883149091053715,3.0780414023707405,primary,2,3,3.629205359291272
120,149216532.0,1581.260484793832,1581.2563181512983,1581.2646514363664,0.025539175318604057,9.930439586978975,primary,6,3,3.44776988827555
121,149216532.0,1593.5965681555772,1593.5965681555772,1593.6035125791718,0.050480062273846604,16.533565223176492,primary,5,4,6.814771287437011
122,238228648.0,1629.5214671382316,1629.5200782221675,1629.5339673829174,0.03961113471282385,14.15504251191415,primary,8,4,23.832541816293222
123,238228648.0,1630.1839800422251,1630.1825911263943,1630.1895357054302,0.02611759196918184,7.595897756377606,primary,5,6,15.713980608207534
124,238228648.0,1636.9841028402027,1636.9827139286215,1637.000769778713,0.016069003615140742,10.959724426923291,primary,13,10,9.668119920836961
125,142086812.0,1573.386260808946,1573.382094075928,1573.3932053639853,0.004631344493228662,2.66525752923388,primary,8,5,4.818497290768553
126,142086812.0,1573.522374086054,1573.5195962640917,1573.5543190382994,0.019466486290912854,17.04114889529351,primary,25,17,20.253127702050136
127,142086812.0,1588.1809108382547,1588.1795219302815,1588.1836886541998,0.010128287515729362,1.9776877104154866,primary,3,3,10.537571978508693
128,142086812.0,1590.5267754617214,1590.5253865549132,1590.572609385821,0.047813046807928306,31.11551967886779,primary_failed_dbl_fit,34,28,49.745173749055795
129,279742103.0,2150.0287778967518,2150.027389032926,2150.031555624521,0.02150645849108712,4.471709383805963,primary,3,3,4.196356663696446
130,279742103.0,2152.6120624352393,2152.6078958507455,2152.619006742731,0.020487792438798502,8.9556454465859,primary,8,3,3.9975937628509044
131,279742103.0,2153.0217765258935,2153.0217765258935,2153.023165387043,0.04080802543838091,4.114652349926477,secondary,1,1,7.962493199501561
132,279742103.0,2153.0578869155365,2153.020387664745,2153.102330470792,0.28408084484195273,590.7354888813599,primary,58,54,55.43007216995238
133,279742103.0,2153.0634423600154,2153.0634423600154,2153.068997804379,0.03399454843656291,11.917611020334798,secondary,1,1,6.633042344942188
